timestamp,url,estado,tiempo
2025-05-29 15:20:45,https://www.google.com,UP,1.37
2025-05-29 15:20:46,https://www.wikipedia.org,UP,1.05
2025-05-29 15:20:46,https://www.thiswebsitedoesnotexist.tld,DOWN (Error),N/A
2025-05-29 15:20:48,https://example.com,UP,1.48
2025-05-29 15:25:29,https://www.google.com,UP,1.0
2025-05-29 15:25:31,https://www.wikipedia.org,UP,1.01
2025-05-29 15:25:31,https://www.thiswebsitedoesnotexist.tld,DOWN (Error),N/A
2025-05-29 15:25:31,https://example.com,UP,0.65
2025-05-29 15:27:36,https://www.google.com,UP,1.41
2025-05-29 15:27:37,https://www.wikipedia.org,UP,1.15
2025-05-29 15:27:37,https://www.thiswebsitedoesnotexist.tld,DOWN (Error),N/A
2025-05-29 15:27:38,https://example.com,UP,1.29
2025-05-29 15:30:29,https://www.google.com,UP,0.53
2025-05-29 15:30:30,https://www.wikipedia.org,UP,0.64
2025-05-29 15:30:30,https://www.thiswebsitedoesnotexist.tld,DOWN (Error),N/A
2025-05-29 15:30:31,https://example.com,UP,0.76
2025-05-29 15:32:35,https://www.google.com,UP,0.79
2025-05-29 15:32:38,https://www.wikipedia.org,UP,2.34
2025-05-29 15:32:38,https://www.thiswebsitedoesnotexist.tld,DOWN (Error),N/A
2025-05-29 15:32:39,https://example.com,UP,1.16
2025-05-29 15:35:32,https://www.google.com,UP,0.44
2025-05-29 15:35:32,https://www.wikipedia.org,UP,0.77
2025-05-29 15:35:32,https://www.thiswebsitedoesnotexist.tld,DOWN (Error),N/A
2025-05-29 15:35:33,https://example.com,UP,0.67
2025-05-29 15:40:34,https://www.google.com,UP,0.44
